ID;Tanggal_Tweet;Isi_Tweet;Nama_Pengguna;Jumlah_Retweet;Sumber;Retweet_Status;Hashtag;Sentimen
1,33E+18;24/11/2020 16:14;b'Sekolah di Karanganyar Siap Pembelajaran Tatap Muka https://t.co/9whitZ6XMH https://t.co/RZQf2yMMjh';soloposdotcom;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 16:13;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';tuanpoetri;10;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 16:13;b'Awal Januari 2021, Nadiem Makarim bakal buka sekolah di semua zona. memutuskan untuk memberi izin pemerintah daerah melakukan pembukaan sekolah atau kegiatan belajar tatap muka di sekolah di seluruh zona risiko virus corona.Simak selengkapnya di channel MMC. https://t.co/uLppCiZ1kX';SitiKor08581558;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 16:04;b'Sekolah Tatap Muka https://t.co/MJ1dGmu2fM';abah_teddy;0;WordPress.com;0;[];positif
1,33E+18;24/11/2020 16:00;b'RT @republikaonline: Disdik Bogor diminta aktif lakukan sosialisasi belajar tatap muka ke sekolah. https://t.co/axJhSMaeeH';s_inod;1;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 15:56;b'@anjanialam Siap Atau Tidak harus siap terima sekolah tatap muka..\nBosen juga Klu bljr online kasihan anak yg tdk punya HP dan Kouta';Erlan49007247;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:55;b'klo sekolah udah  tatap muka kemungkinan LRP';kimjejenie__;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:50;b'Disdik Bogor diminta aktif lakukan sosialisasi belajar tatap muka ke sekolah. https://t.co/axJhSMaeeH';republikaonline;1;roltweet;0;[];positif
1,33E+18;24/11/2020 15:44;"b'RT @wdypuspita_: Dapet pengumuman kalo sekolah anak"" mulai senin sekolah tatap muka, suami juga udah kerja keluar kota. Hehe welcome temen""\xe2\x80\xa6'";kiki_sensei;2;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 15:42;b'RT @e100ss: #ADV Mendikbud Nadiem Makarim menyatakan, sekolah boleh PEMBELAJARAN TATAP MUKA pada Januari 2021. \nIni DAFTAR PERIKSA yang har\xe2\x80\xa6';SaadahMachmudah;9;Twitter for Android;1;['ADV'];positif
1,33E+18;24/11/2020 15:39;b'(Talkshow) Persiapan Dinas Pendidikan Ciamis Menghadapi Sekolah Tatap Muka di Saat Pandemi\n\nhttps://t.co/erqEKOv1uN';harapanrakyat_;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:38;b'Pada masa pandemi yang masih berkecamuk, pemerintah tidak boleh bertaruh dengan memperluas wilayah yang boleh mengadakan pembelajaran tatap muka. Kebijakan membuka sekolah di zona kuning tanpa menjamin keamanannya hanya akan menimbulkan kesan bahwa pemerintah telah putus asa.';2OO3ist;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:38;b'Argumen\n\n  Menteri Pendidikan dan Kebudayaan, Nadiem Makariem mengizinkan sekolah yang berada di wilayah zona kuning untuk mengadakan pembelajaran luring (tatap muka). Izin pembelajaran tatap muka sebaiknya diberikan berdasarkan kesiapan dari masing-masing sekolah untuk\n-c-';2OO3ist;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:36;b'Pemda DIY enggan terburu-buru memutuskan untuk mulai sekolah tatap muka.\n\n#pakaimasker\xc2\xa0\xc2\xa0#COVID19 #COVID__19 #COVID\xe3\x83\xbc19 #coronavirus #COVID #CoronaUpdate #Covid_19 #Corona #VirusCorona #updatecorona #bersatulawancovid19 #jagajarak\xc2\xa0\n\nhttps://t.co/5IvRpJ0iqk';ayoyogyacom;0;Twitter for iPhone;0;['pakaimasker', 'COVID19', 'COVID__19', 'COVIDー19', 'coronavirus', 'COVID', 'CoronaUpdate', 'Covid_19', 'Corona', 'VirusCorona', 'updatecorona', 'bersatulawancovid19', 'jagajarak'];positif
1,33E+18;24/11/2020 15:35;b'Pemda DIY masih mengkaji persoalan sekolah tatap muka.\n\n#pakaimasker\xc2\xa0\xc2\xa0#COVID19 #COVID__19 #COVID\xe3\x83\xbc19 #coronavirus #COVID #CoronaUpdate #Covid_19 #Corona #VirusCorona #updatecorona #bersatulawancovid19 #jagajarak\xc2\xa0\n\nhttps://t.co/vidNx9pwRH';ayoyogyacom;0;Twitter for iPhone;0;['pakaimasker', 'COVID19', 'COVID__19', 'COVIDー19', 'coronavirus', 'COVID', 'CoronaUpdate', 'Covid_19', 'Corona', 'VirusCorona', 'updatecorona', 'bersatulawancovid19', 'jagajarak'];positif
1,33E+18;24/11/2020 15:35;b'15 Sekolah Menengah di Garut Mulai KBM Tatap Muka Terbatas: Sekolah yang menggelar KBM itu adalah 9 SMA dan 6 SMK. Sekolah-sekolah tersebut tetap harus menerapkan protokol kesehatan. Dalam prosesnya, pertemuan di sekolah dibatasi 4 jam saja, mulai pukul\xe2\x80\xa6 https://t.co/ERsKIo5gSr';merdekadotcom;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 15:32;b'jujur kalian kalo udah disuruh masuk sekolah/kuliah tatap muka lagi, udah siap belom?';anjanialam;1;Twitter for iPhone;0;[];positif
1,33E+18;24/11/2020 15:29;b'RT @tempodotco: Sekolah Tatap Muka Mulai 2021, Wakil Wali Kota Bogor Minta Protokol Dipatuhi https://t.co/OGrPEXbKCM #TempoMetro';cilakabangsaku;1;Twitter for Android;1;['TempoMetro'];positif
1,33E+18;24/11/2020 15:28;b'RT @RadioElshinta: Kemenhub menggencarkan sosialisasi larangan pelajar SMP-SMA ke sekolah membawa motor. Pemerintah berharap pelajar berali\xe2\x80\xa6';JambiCintaDamai;2;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 15:28;b'Uji Coba Hanya Sehari, Wali Kota Pekanbaru Putuskan Sekolah Tatap Muka Awal Tahun Depan https://t.co/p4FhpYVcRH https://t.co/m10V3pHwaM';Riau1Official;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 15:26;b'Kemenhub menggencarkan sosialisasi larangan pelajar SMP-SMA ke sekolah membawa motor. Pemerintah berharap pelajar beralih menggunakan angkutan umum atau sepeda saat sekolah tatap muka kembali digelar.\n\nSIMAK! Koordinator Jaringan Aksi Keselamatan Jalan Edo Rusdiyanto. https://t.co/Ou128e8WHO';RadioElshinta;2;TweetDeck;0;[];positif
1,33E+18;24/11/2020 15:25;b'Sekolah Tatap Muka Mulai 2021, Wakil Wali Kota Bogor Minta Protokol Dipatuhi https://t.co/OGrPEXbKCM #TempoMetro';tempodotco;1;dlvr.it;0;['TempoMetro'];positif
1,33E+18;24/11/2020 15:21;b'@__GoldenAngel_ @antoni11724 @aniesbaswedan Tatap muka Di sekolah, jkt aja membludak gara2 cluster petamburan dan Tebet.\nKalo mw bunuh warganya jgn pilih2. Kalo mw bunuh yg Ada bunuh semuanya, Adil Kan.\nPSBB terus diperpanjang ,otak di benerin biar ga jdi gubernur terbodoh\xf0\x9f\x98\x90\xf0\x9f\x98\x90\xf0\x9f\x98\x90\xf0\x9f\x98\x90';Rosequ7;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:20;b'Mendikbud Nadiem Makarim Izinkan Sekolah Tatap Muka 2021. Yakin ??? | Serba-serbi MMC\n\nSetelah hampir 9 bulan lamanya BDR berjalan, banyak problem yang dirasakan. \n\nhttps://t.co/p18ONm1Bin\n\nJangan lupa share seluas-luasnya yaa';Albanta03330899;0;Twitter for Android;0;[];negatif
1,33E+18;24/11/2020 15:18;b'Malam2 nonton konsernya Non Tanont menghibur bgt. Ini konser digelar 1 bulan yg lalu.\nIri liat kondisi di Thai yg semua sdh kembali normal. Sekolah, kuliah, &amp;;;;;;positif
1,33E+18;24/11/2020 15:17;b'RT @__GoldenAngel_: Alih-alih menjawab pertanyaan tersebut @aniesbaswedan  justru menjawab soal isu pembukaan belajar tatap muka di sekolah\xe2\x80\xa6';antoni11724;55;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 15:09;b'Mendikbud Nadiem Makarim Izinkan Sekolah Tatap Muka 2021. Yakin ??? | Serba-serbi MMC\n\nhttps://t.co/iJzf78QIGa\n\nJangan lupa share seluas-luasnya yaa';SitiSol65759204;0;Twitter for Android;0;[];negatif
1,33E+18;24/11/2020 15:08;"b""@Naunaback @comfortkiss Menang pliss, buat beli obat jiriwit'-'sekolah tatap muka januari dan muka ku lagi break out parah:(( semoga dipilih ya.... https://t.co/D3HgBuJ6NB""";urwife___;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:07;b'RT @e100ss: #ADV Mendikbud Nadiem Makarim menyatakan, sekolah boleh PEMBELAJARAN TATAP MUKA pada Januari 2021. \nIni DAFTAR PERIKSA yang har\xe2\x80\xa6';MasMenteri;9;Twitter for Android;1;['ADV'];positif
1,33E+18;24/11/2020 15:04;"b""@Naunaback @psychologistJ1 @JayPsychology Menang pliss, buat beli obat jiriwit'-'sekolah tatap muka januari dan muka ku lagi break out parah:(( semoga dipilih ya https://t.co/Ton4T1z0rS""";urwife___;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 15:00;"b""@Naunaback Menang pliss, buat beli obat jiriwit'-'sekolah tatap muka januari dan muka ku lagi break out parah:(( semoga dipilih ya.... https://t.co/QW0bPbHqTZ""";urwife___;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:59;b'RT @SyaifulHooda: Pada @KompasTV tadi pagi saya kembali sampaikan. Keputusan diaktifkan lg tatap muka sangat tergantung dari Sekolah dan Or\xe2\x80\xa6';Brigade01Arwan1;18;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 14:55;b'Sekolah Tatap Muka Januari 2021, Dindik Kota Tangerang Siap Laksanakan https://t.co/cnj9BJAGs0';SukardinD;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:54;b'PORTALJABAR - Pembelajaran Tatap Muka yang akan dimulai Januari 2021 nanti, Sekolah tingka ... https://t.co/yPhiukj33V @PemdaKarawang #disdikpora #karawang #MasukSekolah2021';portaljabarnet;0;Twitter Web App;1;['disdikpora', 'karawang', 'MasukSekolah2021'];positif
1,33E+18;24/11/2020 14:52;b'Januari 2021, Nadiem Makarim  memutuskan memberi izin melakukan pembukaan sekolah atau kegiatan belajar tatap muka di sekolah di seluruh zona risiko virus corona dg pertimbangan PJJ sulit diterapkan di daerah2. Bagaimana pandangan Islam? Tonton di channel MMC.';SweetMacarons2;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:49;b'Kapan Belajar Tatap Muka Sekolah di Lahat? Ini Penjelasan Bupati Cik Ujang - Tribun Sumsel https://t.co/V2GMzo7jow https://t.co/FCBtcyFKgV';SeknasJppi;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 14:49;b'Pemkab Gresik Gelar Sekolah Tatap Muka Januari 2021, Begini Ketentuannya - https://t.co/vqwlnswYnT https://t.co/pno7oM7Ulf https://t.co/qRH99c7ycV';SeknasJppi;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 14:46;"b'RT @detikcom: ""Pembelajaran tatap muka ini diperbolehkan, tidak diwajibkan dan keputusan itu ada di pemda, kepsek dan orang tua, yaitu komi\xe2\x80\xa6'";julianto_andri;308;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 14:44;b'Awal Januari 2021, Nadiem Makarim bakal buka sekolah di semua zona. Ia memutuskan untuk memberi izin pemerintah daerah melakukan pembukaan sekolah atau kegiatan belajar tatap muka di sekolah di seluruh zona risiko virus corona dg pertimbangan PJJ sulit diterapkan di daerah2. https://t.co/Ce65mWIVbd';UmiFatah2;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:43;b'Lhokseumawe Hanya 4 Sekolah Diizinkan Belajar Tatap Muka Selama Co...\nhttps://t.co/BjsbiEL3Xw';Popularitascom;0;FS Poster;0;[];positif
1,33E+18;24/11/2020 14:43;b'RT @CNNIndonesia: Mulai Januari 2021, sekolah tatap muka kembali diperbolehkan dengan beberapa syarat. Salah satunya adalah pembatasan juml\xe2\x80\xa6';TattoMacan;43;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 14:43;b'Bali Tak Paksakan Belajar Tatap Muka, Tunggu Kesiapan Sekolah https://t.co/EwfyShIV6B';SINDOnews;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:37;b'Dengan pengawalan dan mempatuhi PROKES semoga Prov Jatim januari sudah bisa memulai sekolah tatap muka. @KhofifahIP @dinkesjatim Jatim sehat jatim semangat';WonkJawaTimur;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:37;b'RT @mediaindonesia: Ke-15 sekolah itu telah diizinkan menggelar tatap muka setelah melewati verifikasi gugus tugas Covid-19. KBM di 9 SMA d\xe2\x80\xa6';cilakabangsaku;2;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 14:33;b'Ini Saran Mendagri Tito Karnavian Untuk Pemda Saat Sekolah Tatap Muka Diizinkan Berlangsung\nhttps://t.co/E2DMTi8AIw';PRFMnews;0;Twitter Web App;0;[];positif
1,33E+18;24/11/2020 14:31;b'Tarik rem ga mau. Sekolah diizinin tatap muka. Pemilu jalan terus. Tapi cuti bersama gaboleh :(';SYAWALH;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:26;b'Awal Januari 2021, Nadiem Makarim bakal buka sekolah di semua zona. memutuskan untuk memberi izin pemerintah daerah melakukan pembukaan sekolah atau kegiatan belajar tatap muka di sekolah di seluruh zona risiko virus corona.Simak selengkapnya di channel MMC. https://t.co/7bbuomr2Mn';MimiNizam;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:25;b'Secara pribadi saya malah bingung mau bilang bahwa rencana pembukaan sekolah tatap muka di bulan Januari 2021 berdasarkan kewenangan Pemda itu merupakan kabar baik, atau malah kurang baik. #Headline\n\nhttps://t.co/ubVdi9AhMn';kompasiana;0;Twitter Web App;0;['Headline'];positif
1,33E+18;24/11/2020 14:23;b'Ganjar Pranowo mengatakan saat ini sudah ada 34 sekolah yang ujicoba pembelajaran tatap muka dengan aturan yang ketat. Ke-34 sekolah tersebut terdiri atas 16 SMA dan 18 SMK yang tersebar di 13 cabang Dinas Pendidikan di Jateng.\n\nhttps://t.co/ePJ1BkzeuW https://t.co/Jjz7FsbybI';officialseratid;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:22;b'MMC Video\n\nAwal Januari 2021, Nadiem Makarim bakal buka sekolah di semua zona. memutuskan untuk memberi izin pemerintah daerah melakukan pembukaan sekolah atau kegiatan belajar tatap muka di sekolah di seluruh zona risiko virus corona. https://t.co/UjNnWovWDN';TheaSajid;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:22;b'Ganjar Pranowo berharap dari 34 sekolah di Jateng yang simulasi pembelajaran tatap muka bisa ditemukan satu kesimpulan dan juga metodologi-metodologinya. #Pembelajarantatapmuka https://t.co/BxlCSbcMqS';jpnncom;0;JPNN News Update;0;['Pembelajarantatapmuka'];positif
1,33E+18;24/11/2020 14:20;b'RT @mediaindonesia: MENGHADAPI belajar tatap muka, sekolah-sekolah di Karawang, Jawa Barat bakal diterapkan dengan sistem shift. Tentunya j\xe2\x80\xa6';cilakabangsaku;1;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 14:15;b'Mendikbud Nadiem Makarim Izinkan Sekolah Tatap Muka 2021. Yakin ??? | Serba-serbi MMC\n\nhttps://t.co/iJzf78z7OC\n\nJangan lupa share seluas-luasnya yaa';SitiSol65759204;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:15;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';hamzahafi;10;Twitter for iPhone;1;[];positif
1,33E+18;24/11/2020 14:15;b'Pandemi Sekolah Dibuka\nKhilafah Jamin Pendidikan\nAwal Januari 2021,Nadiem Makarim bakal buka sekolah di semua zona. Ia memutuskan pemerintah daerah melakukn pembukaan sekolah atau tatap muka dg pertimbangan PJJ sulit di daerah2 menunjukkan kega2lan.Bgmn dl Islam?Hy di channel MMC https://t.co/AbB67rQqJf';AbuPutroe;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:14;b'Belajar Tatap Muka di Sekolah, Pemkot Ambon Belum Mengizinkan https://t.co/3BW79kI7ss';Bisniscom;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 14:12;b'\xe2\x80\x9cMendikbud : Januari 2021 sekolah boleh tatap muka \xe2\x80\x9d \n\nDari aku ke kamu : \xe2\x80\x9cKita kapan bisa tatap muka?\xe2\x80\x9d';Sanguiniskidal;0;Twitter for iPhone;0;[];positif
1,33E+18;24/11/2020 14:11;b'Rencana sekolah tatap muka  https://t.co/KzZOIak6Ug';mediaindonesia;0;micom;0;[];positif
1,33E+18;24/11/2020 14:11;b'ih besok tatap muka ke sekolah\xf0\x9f\x9a\xb6 https://t.co/oHVefJA3R3';nemuritaidake_;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:10;b'Masih Pandemi Sekolah Bakal Dibuka\n\nAwal Januari 2021, Nadiem Makarim bakal buka sekolah di semua zona. memutuskan untuk memberi izin pemerintah daerah melakukan kegiatan belajar tatap muka di seluruh zona risiko virus corona. \n\nhttps://t.co/9IGET6ROgo';Puspitapribady;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 14:09;b'Mendikbud Nadiem Makarim Izinkan Sekolah Tatap Muka 2021. Yakin ??? | Serba-serbi MMC\n\nSetelah hampir 9 bulan lamanya BDR berjalan, banyak problem yang dirasakan. Bahkan program PJJ ini juga sudah menelan korban meninggal baik karena stress \nhttps://t.co/xmBKjWCHcR';Amanatun7;0;Twitter for Android;0;[];negatif
1,33E+18;24/11/2020 14:07;b'Sekolah Tatap Muka Di Awal 2021, PKS : Pastikan Harus Sesuai Standar AKB! https://t.co/1r9bzCMGGB';Sejhagad;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 13:55;b'RT @BorobudurNews_: Syarat Lengkap Agar Sekolah Bisa Belajar Tatap Muka di Januari\xc2\xa02021 https://t.co/O33LP1aoCO';BorobudurNews_;2;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:52;b'RT @IklanBalikpapan: Pemerintah Kota Balikpapan berusaha agar pembelajaran tatap muka di sekolah yang dijadwalkan dimulai 12 Januari 2020 b\xe2\x80\xa6';asroer;4;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:50;b'RT @KabarMalangCom: Kota Malang Siap Sekolah Tatap Muka, Walikota Malang, Sutiaji menyambut baik pemberian lampu hijau dari Kemendikbud, te\xe2\x80\xa6';kabarmalang;1;;1;[];positif
1,33E+18;24/11/2020 13:49;b'Skrining Pembelajaran Tatap Muka, 2 Pegawai Sekolah di Kota Madiun Terpapar Covid-19 https://t.co/ZNRPIumduM https://t.co/951cRNSky2';soloposdotcom;0;dlvr.it;0;[];positif
1,33E+18;24/11/2020 13:48;b'Sekolah Tatap Muka 2021, Diamini Wali Murid Kota Batu, Kebijakan Kemendikbud Nadiem Makarim dalam melakukan sekolah tatap muka pada tahun 2021 mendapatkan respon positif dari wali murid Kota Batu #sekolahtatapmuka #kotabatu #kabarbatu\n\nhttps://t.co/9dZ0ANLWdp';KabarMalangCom;0;Twitter Web App;0;['sekolahtatapmuka', 'kotabatu', 'kabarbatu'];positif
1,33E+18;24/11/2020 13:47;b'Sekjen Federasi Serikat Guru Indonesia (FSGI), Heru Purnomo mengatakan, banyak sekolah yang belum siap secara psikologis untuk melakukan pembelajaran tatap muka.\n\n#Validnews #Nasional\n\nhttps://t.co/r3jzW4Ra6Y';validnewsid;0;Twitter for Android;0;['Validnews', 'Nasional'];positif
1,33E+18;24/11/2020 13:47;b'Kota Malang Siap Sekolah Tatap Muka, Walikota Malang, Sutiaji menyambut baik pemberian lampu hijau dari Kemendikbud, terkait Pemda diberikan kewenangan penuh tentukan izin pembelajaran tatap muka #sekolahtatapmuka #kabarmalang\n\nhttps://t.co/2sQsP5VUUl';KabarMalangCom;1;Twitter Web App;0;['sekolahtatapmuka', 'kabarmalang'];positif
1,33E+18;24/11/2020 13:42;b'MENGHADAPI belajar tatap muka, sekolah-sekolah di Karawang, Jawa Barat bakal diterapkan dengan sistem shift. Tentunya juga dengan penerapan protokol kesehatan yang ketat.\n\n  https://t.co/GC75Wb45Bh';mediaindonesia;1;micom;0;[];positif
1,33E+18;24/11/2020 13:42;b'Mau Terapkan Pembelajaran Tatap Muka, Ini Kewajiban Pemda dan Sekolah - https://t.co/zmRx9smivp https://t.co/BCbvM6OOPY';malangvoice;0;MVoice Autotweet;0;[];positif
1,33E+18;24/11/2020 13:42;b'Mulai Besok ! Sekolah di Payakumbuh Bakal Mulai Belajar Tatap\xc2\xa0Muka https://t.co/fGehwffXcA';kabarsumbar_;0;WordPress.com;0;[];positif
1,33E+18;24/11/2020 13:42;b'Mulai Besok ! Sekolah di Payakumbuh Bakal Mulai Belajar Tatap\xc2\xa0Muka https://t.co/I9oVJtJYkY';kabarsumbarcom;0;WordPress.com;0;[];positif
1,33E+18;24/11/2020 13:40;b'Pemerintah berencana kembali membuka sekolah dan memulai pembelajaran tatap muka pada Januari 2021. Apa saja syarat pembelajaran tatap muka pada 2021?\n\nhttps://t.co/XYDXHQkpNr';KATADATAcoid;0;Twitter Web App;0;[];positif
1,33E+18;24/11/2020 13:38;b'@GRESIKNEWSdotco Pak mentri da bilang..awal taun sekolah sudah bisa tatap muka...';raden_afi;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 13:36;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';asnaaaaan;10;Twitter Web App;1;[];positif
1,33E+18;24/11/2020 13:31;b'Sekolah Tatap Muka di Aceh Timur tak Terhalang Pandemi Covid-19 \n...\nhttps://t.co/QtqVj7PEBu';Popularitascom;0;FS Poster;0;[];positif
1,33E+18;24/11/2020 13:30;b'Pemerintah akhirnya mengizinkan pelaksanaan sekolah tatap muka mulai januari 2021. Meski berbagai persyaratan telah disiapkan, sekolah tatap muka menimbulkan keresahan orang tua dan pelajar.\nhttps://t.co/b9vkLCdpxC https://t.co/Nd8IGFNc0b';CNNIDdaily;0;Twitter Media Studio;0;[];positif
1,33E+18;24/11/2020 13:26;b'RT @ailurophile614: Eruri Short SNS AU (Bahasa non-baku)\n\n****\n\nLevi gak pernah mau datang ke acara reunian sekolah karena satu alasan. Dia\xe2\x80\xa6';blamesummer;11;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:25;b'Mengenai Belajar Tatap Muka di Sekolah, Pemkot Sukabumi Akan Berkonsolidasi dengan Orang Tua Siswa\n\nhttps://t.co/qMPDZ35AYC';tribunjabar;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 13:25;b'Pemkot Serang Sambut Baik Sekolah Tatap Muka - https://t.co/d6vhyP6enD https://t.co/bw6L0nwBOs';rmolbantencom;0;Twitter Web App;0;[];positif
1,33E+18;24/11/2020 13:25;b'Hingga saat ini masih ada beberapa kendala terkait pembelajaran meskipun ada sekolah yang sudah mulai uji coba pembelajaran tatap muka. #Semarang #GanjarPranowo \n\nhttps://t.co/oSBmLeDk3w';mnctrijaya;0;Twitter for iPhone;0;['Semarang', 'GanjarPranowo'];positif
1,33E+18;24/11/2020 13:23;b'RT @tribunjabar: Bupati Bandung Persilakan Sekolah Gelar Belajar Secara Tatap Muka, Bisa Sambil Berjemur\n\nhttps://t.co/DydlAnvEhL';amrsto1;1;Twitter Web App;1;[];positif
1,33E+18;24/11/2020 13:17;b'@sfirajoki Oalah. Knp gk pulanng dulu aja sampe sekolah tatap muka lagi. Semangat ya. Maaf gk bisa bantu. Gua bantu rt aja\xf0\x9f\x98\x8a\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb';seli37599456;0;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 13:16;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';iiinndaahh;10;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:16;b'Sekolah yang berada di zona risiko penularan rendah Covid-19 dipersilakan untuk menggelar KBM tatap muka \nhttps://t.co/mvvmifFsf1';PRFMnews;0;Twitter Web App;0;[];positif
1,33E+18;24/11/2020 13:13;b'RT @IklanBalikpapan: Pemerintah Kota Balikpapan berusaha agar pembelajaran tatap muka di sekolah yang dijadwalkan dimulai 12 Januari 2020 b\xe2\x80\xa6';v4levi4;4;Twitter Web App;1;[];positif
1,33E+18;24/11/2020 13:10;b'@null Reaksi Kebon Sirih saat Anies Kaji Sekolah Tatap Muka di DKI Gubernur DKI Jakart  https://t.co/86OPGm0nN9';galxxs;0;twittbot.net;0;[];positif
1,33E+18;24/11/2020 13:10;b'Bupati Bandung Persilakan Sekolah Gelar Belajar Secara Tatap Muka, Bisa Sambil Berjemur\n\nhttps://t.co/DydlAnvEhL';tribunjabar;1;Twitter for Android;0;[];positif
1,33E+18;24/11/2020 13:08;b'Sekolah Tatap Muka Di Awal 2021, PKS : Pastikan Harus Sesuai Standar\xc2\xa0AKB! https://t.co/z0UozDpIAJ';wahdahjkt;0;WordPress.com;0;[];positif
1,33E+18;24/11/2020 13:07;b'RT @CNNIDdaily: Pemerintah resmi mengizinkan sekolah untuk menggelar kegiatan belajar secara tatap muka pada Januari 2021. Pemerintah membe\xe2\x80\xa6';JaneMicheel;2;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:06;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';jtb_89;10;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:06;b'RT @CNNIDdaily: Pemerintah resmi mengizinkan sekolah untuk menggelar kegiatan belajar secara tatap muka pada Januari 2021. Pemerintah membe\xe2\x80\xa6';azfar_28;2;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:06;b'Reaksi Kebon Sirih saat Anies Kaji Sekolah Tatap Muka di DKI https://t.co/Fm2gcXeD6N';maririn556;0;ContentStudio.io;0;[];positif
1,33E+18;24/11/2020 13:06;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';ChlisAde;10;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:03;b'RT @Prambors: Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Janu\xe2\x80\xa6';ant0n_n0tna;10;Twitter for Android;1;[];positif
1,33E+18;24/11/2020 13:03;b'Menteri Pendidikan dan Kebudayaan RI Nadiem Makarim memberikan kebijakan untuk sekolah tatap muka yang akan berlaku pada Januari 2021.\n\n#PramborsNews \n\nhttps://t.co/MgIyjQXg1T https://t.co/acYS4BIkPi';Prambors;10;TweetDeck;0;['PramborsNews'];positif
1,33E+18;24/11/2020 13:02;b'Mulai Sekolah Tatap Muka, Satgas : Tidak Instan https://t.co/XmERHrMaet';inilahdotcom;0;Inilah.com Auto Post Tweet v2;0;[];positif
